kategori,tanggal,judul,deskripsi,page_url,,,
PARIPURNA,17 Desember 2015,Dua RUU Usul Inisiatif Komisi X Disetujui Menjadi Usul Inisiatif DPR,"Rapat Paripurna DPR, Kamis (17/12/15) menyetujui dua Rancangan Undang-undang (RUU) usul inisiatif Komisi X DPR, menjadi usul inisiatif DPR RI....",http://dpr.go.id/berita/detail/id/11870,,,
PARIPURNA,17 Desember 2015,Paripurna DPR Setujui Unsur Pengarah BNPB,Rapat paripurna DPR menyetujui hasil kerja Komisi VIII yang berhasil memilih sembilan orang anggota Unsur Pengarah BNPB (Badan Nasional Penanggulangan...,http://dpr.go.id/berita/detail/id/11869,,,
KOMISI X,17 Desember 2015,Perlu Kombinasi Program untuk Kembangkan Pariwisata,"Untuk mengembangkan pariwisata Indonesia, dibutuhkan kombinasi dari beberapa program. Apalagi, Indonesia memiliki potensi pariwisata yang sangat luar biasa. Potensi ini...",http://dpr.go.id/berita/detail/id/11868,,,
KOMISI XI,17 Desember 2015,Komisi XI Minta Kenaikan ATBI di Bawah 10 Persen,"Rapat Kerja antara Komisi XI dengan Bank Indonesia terkait persetujuan Anggaran Tahunan Bank Indonesia (ATBI) 2016, akhirnya berakhir buntu. Komisi...",http://dpr.go.id/berita/detail/id/11867,,,
PARIPURNA,17 Desember 2015,UU Penjaminan Disahkan Rapat Paripurna DPR RI,"Rancangan Undang-Undang(RUU) tentang Penjaminan pada hari ini, Kamis (17/12/2015) disahkan menjadi Undang-Undang dalam Rapat Paripurna DPR RI dipimpin Wakil Ketua...",http://dpr.go.id/berita/detail/id/11866,,,
LAIN-LAIN,16 Desember 2015,"PIA Gelar Zumba Dance, Demo Masak dan Talkshow Kesehatan","Di penghujung tahun 2015 ini, Persaudaraan Isteri Anggota (PIA) DPR RI menggelar program terakhir dalam tahun ini, yakni Zumba dance,...",http://dpr.go.id/berita/detail/id/11865,,,
M.K.D.,16 Desember 2015,MKD Nyatakan Setya Novanto Berhenti Sebagai Ketua DPR,Ketua Mahkamah Kehormatan DPR RI Surahman Hidayat menyampaikan kabar yang mengejutkan banyak pihak. Menjelang keputusan akhir MKD terhadap dugaan pelanggaran...,http://dpr.go.id/berita/detail/id/11864,,,
KOMISI X,16 Desember 2015,Promosi Tak Jamin Tingkatkan Kunjungan Wisatawan,"Anggota Komisi Komisi X DPR Reni Marlinawati mengatakan, Indonesia memiliki destinasi pariwisata yang luar biasa melimpah ruah. Namun, jika hal...",http://dpr.go.id/berita/detail/id/11863,,,
KOMISI X,16 Desember 2015,BVK Dinilai Tak Pengaruhi Jumlah Kunjungan Wisman,"Anggota Komisi X DPR, Reni Marlinawati menilai, kebijakan Pemerintah terkait Bebas Visa Kunjungan kepada 90 negara yang berlaku mulai 23...",http://dpr.go.id/berita/detail/id/11862,,,
KOMISI X,16 Desember 2015,Komisi X Apresiasi Realisasi Anggaran PNRI,"Komisi X DPR mengapresiasi daya serap APBN tahun 2015 oleh Perpustakaan Nasional Republik Indonesia. Pasalnya, hingga 15 Desember 2015, serapan...",http://dpr.go.id/berita/detail/id/11861,,,
KOMISI X,16 Desember 2015,Anggota Komisi X Pertanyakan Anggaran Pariwisata Bali,"Anggota Komisi X Sutan Adil Hendra mengatakan, jika ingin mendapatkan jumlah kunjungan wisatawan yang banyak, tentunya dibutuhkan modal yang tidak...",http://dpr.go.id/berita/detail/id/11860,,,
KOMISI IX,16 Desember 2015,Komisi IX DPR Selenggarakan Seminar Terkait Program SDGs,"Masih tingginya Angka Kematian Ibu (AKI) dan Angka Kemtian Balita (AKB) di Indonesia, Komisi IX DPR RI bekerjasama dengan United...",http://dpr.go.id/berita/detail/id/11859,,,
PIMPINAN,16 Desember 2015,Destinasi Halal Perlu Segera Diwujudkan,"Destinasi halal dalam industri pariwisata nasional perlu segera diwujudkan. Tidak saja, mayoritas masyarakat Indonesia pemeluk Islam, tapi wisatawan muslim dari...",http://dpr.go.id/berita/detail/id/11858,,,
LAIN-LAIN,16 Desember 2015,KORPRI Setjen DPR Selenggarakan Bazar,"Dalam rangka memperingati Hari Ulang Tahun (HUT) Korps Pegawai Republik Indonesia (KORPRI) ke 44 pada 29 November lalu, Dewan pengurus...",http://dpr.go.id/berita/detail/id/11857,,,
PARIPURNA,16 Desember 2015,Pimpinan DPR Lantik 7 Anggota PAW,"Rapat Paripurna ke-13 DPR Masa Persidangan II Tahun Sidang 2015-2016 yang dipimpin Wakil Ketua DPR Taufik Kurniawan, selain membahas dua...",http://dpr.go.id/berita/detail/id/11856,,,
KOMISI X,16 Desember 2015,Komisi X Gali Masukan di Bali Terkait Konsep Wisata Religi,"Bali, tak dipungkiri telah menjadi primadona pariwisata Indonesia yang sudah terkenal di seluruh dunia. Selain terkenal dengan keindahan alamnya, Bali...",http://dpr.go.id/berita/detail/id/11855,,,
KOMISI X,16 Desember 2015,Legislator Pertanyakan Surat Jaminan Kemenpora,Anggota Komisi X Moreno Soeprapto mempertanyakan surat jaminan yang diberikan oleh Menteri Pemuda dan Olahraga Imam Nahrawi kepada pebalap muda...,http://dpr.go.id/berita/detail/id/11854,,,
KOMISI III,16 Desember 2015,Komisi III Pertanyakan Strategi Capim KPK,Uji Kelayakan Calon Pimpinan Komisi Pemberantasan Korupsi (KPK) pada hari kedua (Selasa 15/12) malam menghadirkan satu-satunya calon perempuan Irjen Polisi...,http://dpr.go.id/berita/detail/id/11853,,,
KOMISI X,16 Desember 2015,Kemenpora Diminta Perbaiki Tata Kelola Penyerapan Anggaran,"Anggota Komisi X Zulfadhli menyesalkam penyerapan anggaran Kementerian Pemuda dan Olahraga di tahun 2015 yang tidak maksimal. Pasalnya, hingga 14...",http://dpr.go.id/berita/detail/id/11852,,,
M.K.D.,15 Desember 2015,MKD Segera Putuskan Kasus Novanto,Mahkamah Kehormatan Dewan (MKD) dijadwalkan segera melaksanakan rapat pleno untuk mengambil putusan terhadap kasus dugaan pelanggaran kode etik oleh Ketua...,http://dpr.go.id/berita/detail/id/11851,,,
KOMISI X,15 Desember 2015,Profesi Guru Sebagai Mercusuar Perubahan,"Puncak Hari Ulang Tahun Persatuan Guru Republik Indonesia (PGRI) ke 70 yang diperingati di Stadion Gelora Bung Karno, Senayan, pada...",http://dpr.go.id/berita/detail/id/11850,,,
PARIPURNA,15 Desember 2015,DPR Setujui RUU Pengampunan Pajak dan Revisi UU KPK Menjadi Prioritas Prolegnas 2015,"Rapat Paripurna DPR, Selasa (15/12/15) menyetujui Rancangan Undang-undang Pengampunan Pajak (Tax Amnesty) dan Revisi Undang-undang Nomor 30 Tahun 2002 tentang...",http://dpr.go.id/berita/detail/id/11849,,,
PANITIA KHUSUS,15 Desember 2015,Ada Transfer Pricing di Pelindo II,Dugaan praktik curang berupa transfer pricing kemungkinan besar terjadi di Pelindo II. Inilah sisi lain yang terungkap dalam rapat Pansus...,http://dpr.go.id/berita/detail/id/11848,,,
KOMISI X,15 Desember 2015,Pembenahan Pariwisata Lombok Harus Diikuti Pembenahan Bandaranya,"Anggota Komisi X DPR Sri Meliyana mengharapkan, pembenahan sektor pariwisata Lombok perlu diikuti sektor-sektor lainnya. Kalau bicara tentang peningkatan pariwisata...",http://dpr.go.id/berita/detail/id/11847,,,
PIMPINAN,14 Desember 2015,Indonesia Jangan Jadi Korban Perdagangan dan Globalisasi,Masyarakat Ekonomi Asean (MEA) sudah mulai berlaku. Wakil Ketua DPR Fahri Hamzah meminta masyarakat Indonesia bersiap untuk menghadapi hal ini....,http://dpr.go.id/berita/detail/id/11844,,,
PIMPINAN,14 Desember 2015,DPR Dukung Perjuangan Pekerja Indonesia,DPR mendukung perjuangan para pekerja Indonesia untuk merevisi regulasi menyangkut kesejahteraan pekerja. Revisi tersebut di antaranya PP No.78/2015 tentang upah...,http://dpr.go.id/berita/detail/id/11843,,,
LAIN-LAIN,14 Desember 2015,Membangun Kekeluargaan dengan Memancing Ikan,Press Gathering bersama Wartawan Koordinatoriat DPR kembali digelar Sekretariat Jenderal DPR RI. Acara yang sudah digelar sebanyak empat kali selama...,http://dpr.go.id/berita/detail/id/11842,,,
PIMPINAN,14 Desember 2015,Intensitas Parlemen dan Media Wujudkan Parlemen Modern,"Parlemen Modern yang saat ini sedang digalakkan oleh DPR RI, perlu mendapat dukungan dari media. Pasalnya, media merupakan sumber utama...",http://dpr.go.id/berita/detail/id/11840,,,
KOMISI X,14 Desember 2015,Kondisi Wisata Religi Pura Lingsar Lombok Sangat Memprihatinkan,"Wisata religi Pura Lingsar di Lombok, NTB, kondisinya sangat memprihatinkan. Padahal potensi ini menjajikan dan menjadi salah satu pusat kebudayaan...",http://dpr.go.id/berita/detail/id/11839,,,
B.K.S.A.P.,11 Desember 2015,DPR Dukung Asian Virtual Parliament,Sidang Umum ke-8 Asian Parliamentary Assembly (APA) berhasil memutuskan Resolusi tentang Asia yang Terintegrasi dengan Teknologi Informasi dan Komunikasi. Salah...,http://dpr.go.id/berita/detail/id/11846,,,
B.K.S.A.P.,11 Desember 2015,DPR Sampaikan Intervensi Terkait Iuran APA,"Delegasi DPR dalam Sidang Umum ke-8 Asian Parliamentary Assembly (APA) di Phnom Penh, Kamboja menyambut baik rencana organisasi parlemen yang...",http://dpr.go.id/berita/detail/id/11845,,,
B.K.S.A.P.,11 Desember 2015,DPR Apresiasi Parlemen Kamboja,Agus Hermanto Ketua Delegasi DPR dalam Sidang Umum ke-8 Asian Parliamentary Assembly (APA) menyampaikan apresiasi atas keberhasilan Parlemen Kamboja melaksakan...,http://dpr.go.id/berita/detail/id/11841,,,
B.K.S.A.P.,11 Desember 2015,Sidang APA Hasilkan Deklarasi Phnom Penh,"Sidang Umum ke-8 Asian Parliamentary Assembly (APA) di Phnom Penh, Kamboja yang dihadiri parlemen dari 22 negara dan 4 observer...",http://dpr.go.id/berita/detail/id/11838,,,
KOMISI XI,11 Desember 2015,Komisi XI Bahas PMN Untuk PT SMI,"Komisi XI DPR membahas rencana kerja PT Sarana Multi Infrasruktur yang mendapatkan Penyertaan Modal Negara pada APBN-Perubahan 2015. Sebelumnya, Komisi...",http://dpr.go.id/berita/detail/id/11837,,,
KOMISI V,11 Desember 2015,Kalibrasi Penting Bagi Keselamatan Penerbangan,Kalibrasi atau tera ulang yaitu pemeriksaan kelaikan alat-alat navigasi di bandara seluruh Indonesia menjadi bagian penting dalam keselamatan Penerbangan. Hal...,http://dpr.go.id/berita/detail/id/11836,,,
KOMISI X,11 Desember 2015,Sembilan Tarian Bali Sudah Diakui UNESCO,Komisi X DPR RI menyoroti sembilan tarian Bali sebagai Warisan Budaya Dunia Tak Benda atau representative list of intangible cultural...,http://dpr.go.id/berita/detail/id/11835,,,
B.K.S.A.P.,11 Desember 2015,"Assalamualaikum, I am from Indonesia","Delegasi DPR pada Sidang Umum ke-8 Asian Parliamentary Assembly (APA) di Phnom Penh, Kamboja 7-12 Desember 2015 meluangkan waktu untuk...",http://dpr.go.id/berita/detail/id/11834,,,
B.K.S.A.P.,11 Desember 2015,Keterlibatan Parlemen Sangat Penting Untuk Mencapai Pembangunan Berkelanjutan,"Ketua BKSAP DPR, Nurhayati Ali Assegaf (F-PD), menyampaikan apresiasinya kepada badan dan institusi yang berada di parlemen Hungaria. Mengingat, Hungaria...",http://dpr.go.id/berita/detail/id/11833,,,
B.K.S.A.P.,11 Desember 2015,DPR Ajak Parlemen Asia Bersatu Hadapi Terorisme,"Wakil Ketua DPR RI Agus Hermanto mendapat kehormatan untuk menyampaikan pidato dalam Rapat Pleno Debat Umum, Sidang Umum APA ke-8...",http://dpr.go.id/berita/detail/id/11832,,,
B.K.S.A.P.,11 Desember 2015,Hungaria Apresiasi Perempuan Parlemen Indonesia,"Wakil Ketua Parlemen Hungaria, Mr. JakabIstvan mengapresiasi banyaknya perempuan yang masuk di dalam Parlemen Indonesia (DPR-RI). Hal itu diungkapkannya saat...",http://dpr.go.id/berita/detail/id/11831,,,
KOMISI IV,11 Desember 2015,Legislator Nilai Program Minapolitan Belum Sempurna,"Dalam Kunjungan Panja Komisi IV DPR RI di kawasan nelayan Kecamatan Tirtayasa dan Kecamatan Pontang, Kebupaten Serang Provinsi Banten, Legislator...",http://dpr.go.id/berita/detail/id/11829,,,
KOMISI X,11 Desember 2015,Wisata Religi Lombok Cukup Menjanjikan,Kunjungan Kerja Spesifik Komisi X DPR ke Provonsi Nusa Tenggara Barat (NTB) kali ini secara khusus hanya meninjau obyek-obyek wisata...,http://dpr.go.id/berita/detail/id/11828,,,
B.K.S.A.P.,11 Desember 2015,Indonesia-Hungaria Tingkatkan Dialog Antar Agama,"Ketua BKSAP DPR Nurhayati Ali Assegaf mengatakan, Indonesia sebagai negara demokratis memberikan banyak upaya dalam meningkatkan stabilitas dan perdamaian dunia,...",http://dpr.go.id/berita/detail/id/11827,,,
KOMISI IV,10 Desember 2015,DPR Desak Tuntaskan Kompensasi dan Tukar Guling Waduk Jatigede,"Pembangunan waduk di Jatigede, Sumedang, Jawa Barat, telah tuntas. Wakil Ketua Komisi IV DPR, Herman Khaeron, menegaskan, masih tersisa persoalan...",http://dpr.go.id/berita/detail/id/11830,,,
KOMISI X,10 Desember 2015,Legislator Optimis dengan Ketua KOI Baru,"Anggota Komisi X DPR, Dadang Rusdiana, optimis dengan terpilihnya pengusaha muda, Erick Thohir, menjadi Ketua Komite Olahraga Indonesia (KOI) untuk...",http://dpr.go.id/berita/detail/id/11826,,,
B.K.S.A.P.,10 Desember 2015,Salam Rakyat Indonesia untuk Kamboja,"Agus Hermanto, Ketua Delegasi DPR pada Sidang Umum ke-8 Asian Parliamentary Assembly (APA) bertemu dengan Presiden National Assembly Kamboja Heng...",http://dpr.go.id/berita/detail/id/11825,,,
KOMISI V,10 Desember 2015,Delegasi DPR Terima Parlemen Korea Utara,Delegasi DPR dalam Sidang Umum ke-8 APA (Asian Parliamentary Assembly) melangsungkan pertemuan bilateral dengan delegasi Parlemen Korea Utara. Dalam pembicaraan...,http://dpr.go.id/berita/detail/id/11824,,,
PANITIA KHUSUS,10 Desember 2015,Pengaturan Minol Secara Spesifik Belum Ada,"Keragaman sikap dan penerimaan masyarakat Indonesia terhadap Minuman Beralkohol (Minol) telah menjadi dasar terbitnya beberapa Peraturan Daerah (Perda) yang bervariasi. ""Ada...",http://dpr.go.id/berita/detail/id/11823,,,
KOMISI V,10 Desember 2015,Faktor Keselamatan Harus Jadi Prioritas Angkutan Nataru,"Anggota Komisi V DPR Anton Sukartono Suratto menekankan, menyambut Natal dan Tahun Baru (Nataru) maka faktor keselamatan harus menjadi prioritas...",http://dpr.go.id/berita/detail/id/11822,,,
KOMISI V,10 Desember 2015,Komisi V Apresiasi Sumut Persiapkan Transportasi Sambut Nataru,Komisi V DPR mengapresiasi persiapan Pemprov Sumatera Utara dalam mempersiapkan transportasi menyambut Natal dan Tahun Baru 2016 (Nataru). Pelabuhan Belawan...,http://dpr.go.id/berita/detail/id/11820,,,
B.K.S.A.P.,10 Desember 2015,DPR Berikan Catatan Tentang Terorisme dan Ekstrimisme,"Rapat Dewan Eksektif, Sidang Umum ke-8 Asian Parliamentary Assembly (APA) di Phnom Penh, Kamboja membahas sejumlah draf resolusi yang akan...",http://dpr.go.id/berita/detail/id/11819,,,
B.K.S.A.P.,10 Desember 2015,DPR Serukan Upaya Penyelamatan Warisan Budaya di Asia,Sejumlah pernyataan keprihatinan tentang rusaknya sejumlah warisan budaya di kawasan Asia mengemuka dalam sidang Executive Council Sidang Umum APA ke-8...,http://dpr.go.id/berita/detail/id/11818,,,
B.K.S.A.P.,10 Desember 2015,"Sidang Umum APA ke-8 Dibuka, Mari Berdialog",Asian Parliamentary Assembly (APA) yang didukung oleh 41 parlemen di kawasan Asia memulai hajat dua tahunan Sidang Umum ke-8 di...,http://dpr.go.id/berita/detail/id/11817,,,
KOMISI VII,08 Desember 2015,Panja RUU Migas Komisi VII Jaring Masukan dari Pakar dan Pemprov Riau,Pemerintah Provinsi Riau dan Akademisi sekaligus pakar hukum dan pakar perminyakan dari Universitas Islam Riau berharap beberapa perubahan dalam UU...,http://dpr.go.id/berita/detail/id/11821,,,
PARIPURNA,08 Desember 2015,Paripurna Diundur Pekan Depan,"Rapat Paripurna yang sedianya digelar Selasa (8/12/15) malam, diundur menjadi Selasa (15/12/15) pekan depan. Rapat ini ditunda karena banyaknya Anggota...",http://dpr.go.id/berita/detail/id/11816,,,
KOMISI IV,08 Desember 2015,Komisi IV Desak Pemerintah Tuntaskan Pencemaran Limbah di Serang,"Wakil Ketua Komisi IV DPR Viva Yoga Mauladi mengatakan, Panitia Kerja Pencemaran Air Laut mendesak Pemerintah agar segera menuntaskan pencemaran...",http://dpr.go.id/berita/detail/id/11815,,,
B.K.S.A.P.,08 Desember 2015,DPR Hadiri Sidang Umum ke-8 APA,"DPR RI menghadiri Sidang Umum ke-8 Asian Parliamentary Assembly (APA) di Phnom Penh, Kamboja 7-12 Desember 2015. Wakil Ketua DPR...",http://dpr.go.id/berita/detail/id/11813,,,
KOMISI V,08 Desember 2015,"Jangan hanya sopir, Pengusaha Metro Mini juga Harus Dikenai Sanksi","Wakil Ketua Komisi V DPR Muhidin M.Said menegaskan, dalam kasus kecelakaan Metro Mini M 80 dengan KA di perlintasan Tubagus...",http://dpr.go.id/berita/detail/id/11812,,,
PANITIA KHUSUS,08 Desember 2015,Keberadaan Minol Perlu Diatur,"Pengaturan minuman beralkohol dalam Undang-undang khusus keberadaannya sangat penting. Mengingat, tingkat konsumsi minuman beralkohol semakin tinggi, khususnya dikalangan generasi muda. “Korban...",http://dpr.go.id/berita/detail/id/11811,,,
KOMISI V,08 Desember 2015,Jelang Natal Dan Tahun Baru Komisi V Tinjau Infrastruktur Transportasi Sulut,"Dalam rangka menjalankan fungsi pengawasan, Komisi V DPR RI melakukan Kunjungan Kerja Spesifik meninjau persiapan infrastruktur Bandara, Pelabuhan dan angkutan...",http://dpr.go.id/berita/detail/id/11808,,,
PIMPINAN,08 Desember 2015,Ketua DPR Kooperatif Hadiri Sidang MKD,"Ketua DPR RI Setya Novanto menghadiri undangan Sidang Mahkamah Kehormatan Dewan (MKD), Senin (7/12/2015). Ketua DPR masuk ke dalam Ruang...",http://dpr.go.id/berita/detail/id/11807,,,
KOMISI X,07 Desember 2015,Pendidikan Karakter Bangsa Diharapkan Masuk Draft RUU Sistem Perbukuan,"Wakil Ketua Komisi X DPR, Abdul Kharis Almasyhari mengapresiasi masukan dari Pemerintah Provinsi DI Yogyakarta, yang menyatakan bahwa perlunya materi...",http://dpr.go.id/berita/detail/id/11814,,,
KOMISI X,07 Desember 2015,Buku Harus Diterbitkan Penerbit yang Bertanggungjawab,"Pepatah ‘buku adalah jendela dunia’ merupakan ungkapan yang tidak bisa dielakkan. Karena salah satu sifat buku yang memberikan pengetahuan, tentu...",http://dpr.go.id/berita/detail/id/11810,,,
KOMISI X,07 Desember 2015,Minat Profesi Penulis Masih Rendah,Pertemuan antara Tim Panja Rancangan Undang-undang Sistem Perbukuan dengan Pemerintah Provinsi DI Yogyakarta mengungkap bahwa minat seseorang untuk menggeluti profesi...,http://dpr.go.id/berita/detail/id/11809,,,
KOMISI X,07 Desember 2015,Panja RUU Sistem Perbukuan Dapat Masukan Luar Biasa,"Anggota Komisi X DPR, My Esti Wijayati mengaku mendapat masukan yang sangat luar biasa terkait Rancangan Undang-undang Sistem Perbukuan, saat...",http://dpr.go.id/berita/detail/id/11806,,,
KOMISI X,07 Desember 2015,Pentingnya Pengaturan Sistem Perbukuan,"Buku merupakan jendela dunia. Buku juga merupakan salah satu sumber utama dari ilmu pengetahuan, informasi, teknologi, seni dan budaya. Karena...",http://dpr.go.id/berita/detail/id/11805,,,
KOMISI X,07 Desember 2015,RUU Kebudayaan Diharapkan Perhatikan Pengelolaan Kebudayaan,"Komisi X DPR melakukan kunjungan kerja ke Provinsi Riau untuk menggali aspirasi terkait revisi Rancangan Undang-undang Kebudayaan, yang saat ini...",http://dpr.go.id/berita/detail/id/11804,,,
KOMISI X,07 Desember 2015,RUU Kebudayaan Diharapkan Perhatikan Pengelolaan Kebudayaan,"Komisi X DPR melakukan kunjungan kerja ke Provinsi Riau untuk menggali aspirasi terkait revisi Rancangan Undang-undang Kebudayaan, yang saat ini...",http://dpr.go.id/berita/detail/id/11803,,,
KOMISI X,07 Desember 2015,Pemkab Mojokerto Harapkan Trowulan Jadi Destinasi Wisata Nasional,"Pemerintah Kabupaten Mojokerto, Jawa Timur mengharapkan wilayah Trowulan menjadi destinasi wisata tingkat nasional untuk lebih mengenal cikal bakal Nusantara. Pejabat Bupati...",http://dpr.go.id/berita/detail/id/11802,,,
KOMISI X,07 Desember 2015,Komisi X DPR Sosialisasi RUU Kebudayaan di Mojokerto,Tim Panja RUU Kebudayaan Komisi X DPR RI dipimpin Wakil Ketua Komisi X Ridwan Hisjam mensosialisasikan dan menjaring masukan bagi...,http://dpr.go.id/berita/detail/id/11801,,,
KOMISI X,07 Desember 2015,Keberadaan Suku Anak Dalam Ingin diperhatikan Komisi X DPR RI,Tim Kunjungan Kerja Komisi X DPR RI ke Provinsi Riau dipimpin Anggota Komisi X Mujib Rohmat dan didampingi 12 orang...,http://dpr.go.id/berita/detail/id/11800,,,
PIMPINAN,04 Desember 2015,Indonesia Perlu Belajar Pertanian pada Tiongkok,"Pertanian Tiongkok sudah sangat maju. Kini, di setiap provinsi di Tiongkok memiliki akademi pertanian sendiri. Komoditas pertanian dibangun dari setiap...",http://dpr.go.id/berita/detail/id/11798,,,
PIMPINAN,04 Desember 2015,Indonesia Tak Boleh Jatuh Dalam Perebutan Kekuasaan AS-Tiongkok,Wakil Ketua DPR Bidang Kesejahteraan Rakyat (Korkesra) Fahri Hamzah menerima kunjungan Wakil Menteri Luar Negeri Qatar H.E. Mohammed bin Abdullah...,http://dpr.go.id/berita/detail/id/11797,,,
